offer_id	created_date	last_updated_date	agreement_id	organization_id	offer_type	agreement_row_id	gsfa_customer_id	product_cluster	shipments	wps	uom	published_revenue	recommended_pid_name	recommended_revenue	pid_category	discount_selection	selected_pid_name	expected_revenue	percentage_initial_discount	absolute_initial_discount	authority_level	authority_name	avg_discount
CL_O_113822092405	26 Mar 2019 15:46:49.000000	26 Mar 2019 15:48:41.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0312018872045	TDImport	1	5	Kg	9.006000000	TDI_18%	5014.860000000	Fixed/Flavoured	?	TDI_28%	6.484200000	?	?	?	?	28.0013320
CL_O_116186130977	7 Jan 2020 12:37:59.000000	13 Feb 2020 14:22:48.000000	CL_O_116186130977	DHL CL	Standard GPI Offer	1-7LLDD47	CLS50217CS	TDImport	1	25	Kg	37.333200000	TDI_FTB1802	18366.660000000	Fixed/Flavoured	?	TDI_FTB1802	24.214800000	?	?	?	?	35.1386970
CL_O_113582753897	1 Mar 2019 18:01:10.000000	18 Mar 2019 12:29:45.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-3FQ5AFI	TDImport	20	20	Kg	511.920000000	TDI_59%	136413.600000000	Fixed/Flavoured	?	TDI_59%	209.892000000	?	?	1	CL Sales Manager	58.9990620
CL_O_116793084529	9 Mar 2020 18:56:52.000000	10 Mar 2020 20:15:29.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_03020111488262	TDImport	3	40	Kg	150.854400000	TDI_53%	58774.140000000	Fixed/Flavoured	Higher Discount	TDI_60%	60.341400000	?	?	1	CL Sales Manager	60.0002390
CL_O_115818236771	20 Nov 2019 23:51:26.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-78ZA9Z2	TDImport	4	17.5	Kg	130.712400000	TDI_45%	56269.680000000	Fixed/Flavoured	Higher Discount	TDI_60%	52.285200000	?	?	1	CL Sales Manager	59.9998160
CL_O_114829603496	24 Jul 2019 14:44:15.000000	24 Jul 2019 18:34:18.000000	?	DHL CL	Standard GPI Offer	?	CLS95706CS	TDImport	1	40	Kg	83.506200000	TDI_41%	33910.440000000	Fixed/Flavoured	Higher Discount	TDI_50%	41.752800000	?	?	1	CL Sales Manager	50.0003590
CL_O_114019935400	17 Apr 2019 21:21:34.000000	6 Oct 2019 11:06:15.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6FV3V2X	TDExport	30	55	Kg	2353.980000000	TDE_78%	343857.000000000	Fixed/Flavoured	?	TDE_78%	?	?	?	4	CL Country Manager	?
CL_O_114602142255	27 Jun 2019 20:48:00.000000	1 Jul 2019 17:41:35.000000	CL_O_114602142255	DHL CL	Standard GPI Offer	1-6Q6LEV7	CLS36889IS	TDDom	10	0.5	Kg	4298.040000000	TDD_07%	3997.200000000	Fixed/Flavoured	Higher Discount	TDD_40%	2579.040000000	?	?	3	CL Commercial Director	39.9949740
CL_O_116276024015	16 Jan 2020 13:34:29.000000	16 Jan 2020 13:36:25.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10010110395729	TDImport	1	6	Kg	13.664400000	TDI_36%	6753.660000000	Fixed/Flavoured	?	TDI_36%	8.745000000	?	?	?	?	36.0015810
CL_O_116379658060	27 Jan 2020 15:03:38.000000	27 Jan 2020 15:06:13.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_01130111165932	TDImport	1	5	Kg	16.488000000	TDI_38%	7891.380000000	Fixed/Flavoured	?	TDI_38%	10.222800000	?	?	?	?	37.9985440
CL_O_115707222060	7 Nov 2019 17:14:45.000000	16 Dec 2019 20:41:55.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10240110564114	TDImport	3	10	Kg	77.178600000	TDI_41%	33962.040000000	Fixed/Flavoured	?	TDI_41%	45.534600000	?	?	?	?	41.0010030
CL_O_116837214757	13 Mar 2020 12:41:47.000000	13 Mar 2020 12:50:26.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-7QDXPON	TDExport	3	1	Kg	13.329000000	TDE_34%	7349.400000000	Fixed/Flavoured	?	TDE_34%	8.796600000	?	?	?	?	34.0040510
CL_O_114139307614	3 May 2019 20:00:20.000000	9 Jul 2019 14:43:37.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-4F25EJU	TDExport	10	0.5	Kg	28.386000000	TDE_FTB1802	12611.400000000	Fixed/Flavoured	Higher Discount	TDE_FTB1805	14.190000000	?	?	2	CL Pricing	50.0105690
CL_O_114267432564	20 May 2019 19:14:13.000000	6 Oct 2019 11:06:15.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-5360XWV	TDImport	5	35	Kg	211.290000000	TDI_49%	75064.500000000	Fixed/Flavoured	Lower Discount	TDI_45%	116.208000000	?	?	1	CL Sales Manager	45.0007100
CL_O_116835956666	12 Mar 2020 20:09:41.000000	12 Mar 2020 20:11:46.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_03090111551634	TDImport	1	10	Kg	26.988000000	TDI_40%	13528.740000000	Fixed/Flavoured	Lower Discount	TDI_30%	18.891600000	?	?	?	?	30.0000000
CL_O_114163077836	7 May 2019 21:09:43.000000	16 May 2019 15:35:01.000000	CL_O_114163077836	DHL CL	Standard GPI Offer	1-6JJ2Y1P	CLSCSV_0219018737504	TDImport	16	34.69	Kg	739.359000000	TDI_62%	191353.800000000	Fixed/Flavoured	Lower Discount	TDI_58%	310.529400000	?	?	1	CL Sales Manager	58.0001870
CL_O_115998162768	10 Dec 2019 18:12:11.000000	3 Jan 2020 15:44:21.000000	?	DHL CL	Standard GPI Offer	?	CLSION_12040110907330	TDExport	20	10	Kg	260.112000000	TDE_52%	97261.200000000	Fixed/Flavoured	Higher Discount	TDE_55%	117.048000000	?	?	1	CL Sales Manager	55.0009230
CL_O_113410735492	6 Feb 2019 13:57:31.000000	6 Feb 2019 13:58:54.000000	?	DHL CL	Standard GPI Offer	?	CLCSINC26150679_1668	TDImport	2	6	Kg	35.439600000	TDI_36%	14829.000000000	Fixed/Flavoured	?	TDI_36%	22.681200000	?	?	?	?	36.0004060
CL_O_113275557225	11 Jan 2019 12:58:45.000000	15 Jan 2019 21:16:49.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1228019011623	TDDom	2	2.5	Kg	1399.080000000	TDD_03%	1357.080000000	Fixed/Flavoured	Higher Discount	TDD_05%	1329.120000000	?	?	?	?	5.0004290
CL_O_114460547171	11 Jun 2019 21:39:44.000000	18 Jun 2019 17:26:53.000000	CL_O_114460547171	DHL CL	Standard GPI Offer	1-6O25O9V	COMET_1-6N5DCGB	TDImport	10	50	Kg	582.600000000	TDI_60%	162508.200000000	Fixed/Flavoured	?	TDI_60%	233.040000000	?	?	1	CL Sales Manager	60.0000000
CL_O_114411477983	4 Jun 2019 19:14:17.000000	5 Jun 2019 20:26:36.000000	?	DHL CL	Standard GPI Offer	?	CLS94720CS	TDDom	5000	0.5	Kg	2231248.620000000	TDD_63%	825556.560000000	Fixed/Flavoured	Higher Discount	TDD_65%	780989.700000000	?	?	4	CL Country Manager	64.9976390
CL_O_113602913744	4 Mar 2019 17:50:40.000000	13 Mar 2019 00:19:20.000000	CL_O_113602913744	DHL CL	Standard GPI Offer	1-6A9OG8N	COMET_1-65387ML	TDExport	5	15	Kg	127.071000000	TDE_43%	47554.800000000	Fixed/Flavoured	?	TDE_43%	72.429000000	?	?	1	CL Sales Manager	43.0011570
CL_O_113418761362	7 Feb 2019 20:40:50.000000	8 Feb 2019 12:56:21.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1204018843347	TDImport	1	15	Kg	35.482200000	TDI_FTB1802	15060.420000000	Fixed/Flavoured	Higher Discount	TDI_FTB1804	19.525200000	?	?	2	CL Pricing	44.9718450
CL_O_114526745839	19 Jun 2019 20:32:23.000000	20 Jun 2019 15:26:27.000000	?	DHL CL	Standard GPI Offer	?	CLSSME_0508016768210	TDImport	4	5	Kg	62.872800000	TDI_FTB1803	26289.360000000	Fixed/Flavoured	Higher Discount	TDI_FTB1805	31.449600000	?	?	2	CL Pricing	49.9790050
CL_O_113269258435	10 Jan 2019 14:53:01.000000	6 Oct 2019 11:06:15.000000	?	DHL CL	Standard GPI Offer	?	CLCSINC26150679_1524	TDExport	20	0.5	Kg	102.276000000	TDE_42%	40340.400000000	Fixed/Flavoured	Higher Discount	TDE_63%	37.848000000	?	?	3	CL Commercial Director	62.9942510
CL_O_116078976575	19 Dec 2019 15:43:27.000000	24 Dec 2019 14:04:55.000000	CL_O_116078976575	DHL CL	Standard GPI Offer	1-7EEN7C9	CLSCSV_12160110997954	TDImport	4	80	Kg	193.790400000	TDI_49%	74761.440000000	Fixed/Flavoured	?	TDI_49%	98.832000000	?	?	1	CL Sales Manager	49.0005700
CL_O_116969806327	25 Mar 2020 20:30:51.000000	25 Mar 2020 20:37:09.000000	?	DHL CL	Standard GPI Offer	?	CLSISL_03130111596781	TDImport	2	30	Kg	42.816000000	TDI_FTB1802	22932.120000000	Fixed/Flavoured	?	TDI_FTB1802	27.073200000	?	?	?	?	36.7684980
CL_O_115404396689	2 Oct 2019 14:16:39.000000	3 Oct 2019 21:01:40.000000	CL_O_115404396689	DHL CL	Standard GPI Offer	1-72YABQ1	CLSCSV_0508019256073	TDExport	3	5	Kg	29.473200000	TDE_31%	14757.660000000	Fixed/Flavoured	Higher Discount	TDE_ECOM181	7.371000000	?	?	2	CL Pricing	74.9908390
CL_O_116868321379	16 Mar 2020 19:29:01.000000	16 Mar 2020 19:41:16.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_03130111593155	TDImport	2	0.5	Kg	7.896000000	TDI_20%	5285.040000000	Fixed/Flavoured	?	TDI_25%	5.922000000	?	?	?	?	25.0000000
CL_O_113545104917	27 Feb 2019 01:32:25.000000	1 Mar 2019 17:59:52.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-3FQ5AFI	TDImport	20	20	Kg	511.920000000	TDI_59%	136266.000000000	Fixed/Flavoured	?	TDI_59%	209.892000000	?	?	1	CL Sales Manager	58.9990620
CL_O_113422144506	8 Feb 2019 14:58:22.000000	13 Jan 2020 09:50:55.000000	CL_O_113422144506	DHL CL	Standard GPI Offer	1-1BGZ45-868	COMET_1-5UY8NZB	TDImport	1	2	Kg	8.270400000	TDI_FTB1801	3887.280000000	Fixed/Flavoured	?	TDI_FTB1801	5.955000000	?	?	?	?	27.9962280
CL_O_113819868410	26 Mar 2019 13:15:03.000000	13 Jan 2020 09:50:55.000000	CL_O_113819868410	DHL CL	Standard GPI Offer	1-1BGZ45-931	CLSCSV_0322018952393	TDImport	1	5	Kg	11.830200000	TDI_FTB1801	5763.000000000	Fixed/Flavoured	?	TDI_FTB1801	8.517600000	?	?	?	?	28.0012170
CL_O_116495623342	7 Feb 2020 20:26:32.000000	14 Feb 2020 18:37:20.000000	CL_O_116495623342	DHL CL	Standard GPI Offer	1-7LU89CT	CLSCSV_02030111315459	TDImport	1	50	Kg	107.280000000	TDI_50%	41791.980000000	Fixed/Flavoured	?	TDI_50%	53.640000000	?	?	1	CL Sales Manager	50.0000000
CL_O_116612002885	20 Feb 2020 20:55:32.000000	24 Feb 2020 16:05:43.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_02170111405435	TDImport	2	5	Kg	18.897600000	TDI_38%	9342.960000000	Fixed/Flavoured	Higher Discount	TDI_45%	10.393200000	?	?	1	CL Sales Manager	45.0025400
CL_O_113261910021	9 Jan 2019 16:21:49.000000	3 Feb 2019 09:02:57.000000	CL_O_113261910021	DHL CL	Standard GPI Offer	1-13ZPG3-24	COMET_1-2XSPEL8	TDImport	2	5	Kg	31.436400000	TDI_36%	13674.840000000	Fixed/Flavoured	?	TDI_36%	20.119200000	?	?	?	?	36.0003050
CL_O_114774386287	17 Jul 2019 16:26:01.000000	19 Jul 2019 17:01:46.000000	CL_O_114774386287	DHL CL	Standard GPI Offer	1-6SP4F6H	CLS45159CS	TDImport	7	19.4	Kg	206.593200000	TDI_49%	72002.520000000	Fixed/Flavoured	?	TDI_50%	103.296000000	?	?	1	CL Sales Manager	50.0002900
CL_O_113400852813	4 Feb 2019 17:57:43.000000	4 Mar 2019 17:09:57.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-63YHARJ	TDExport	10	5	Kg	86.069400000	TDE_41%	33281.460000000	Fixed/Flavoured	Higher Discount	TDE_50%	43.032000000	?	?	1	CL Sales Manager	50.0031370
CL_O_115685500326	5 Nov 2019 20:10:14.000000	6 Nov 2019 18:38:37.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10010110399362	TDImport	4	45	Kg	239.080800000	TDI_51%	86298.720000000	Fixed/Flavoured	Higher Discount	TDI_70%	71.724000000	?	?	3	CL Commercial Director	70.0001000
CL_O_114064668336	24 Apr 2019 19:48:39.000000	13 Jan 2020 09:50:55.000000	CL_O_114064668336	DHL CL	Standard GPI Offer	1-1BGZ45-971	COMET_1-6CE3SFB	TDImport	1	1	Kg	7.036800000	TDI_FTB1801	3384.900000000	Fixed/Flavoured	?	TDI_FTB1801	5.065800000	?	?	?	?	28.0098910
CL_O_113679682237	12 Mar 2019 18:27:32.000000	10 Jan 2020 17:58:30.000000	CL_O_113679682237	DHL CL	Standard GPI Offer	1-6GZ1AP3	CLS10960CS	TD3rd	3	50	Kg	361.321200000	TD3_50%	120928.860000000	Fixed/Flavoured	?	TD3_50%	180.660000000	?	?	1	CL Sales Manager	50.0001660
CL_O_114672970404	4 Jul 2019 15:46:43.000000	4 Jul 2019 15:51:45.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-54O2WQV	TDImport	1	10	Kg	25.726200000	TDI_FTB1802	11383.860000000	Fixed/Flavoured	Higher Discount	TDI_FTB1803	15.438000000	?	?	?	?	39.9911370
CL_O_113891894405	2 Apr 2019 14:00:23.000000	24 Apr 2019 19:23:38.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0321018942819	TDImport	1	80	Kg	160.384200000	TDI_FTB1805	54622.320000000	Fixed/Flavoured	?	TDI_FTB1805	80.198400000	?	?	2	CL Pricing	49.9960720
CL_O_114132275651	3 May 2019 14:48:37.000000	14 May 2019 20:41:11.000000	CL_O_114132275651	DHL CL	Standard GPI Offer	1-6J6Q801	CLS65044CS	TDImport	1	8	Kg	15.419400000	TDI_33%	7000.860000000	Fixed/Flavoured	Lower Discount	TDI_28%	11.101800000	?	?	?	?	28.0010900
CL_O_113950453423	9 Apr 2019 21:03:37.000000	16 Apr 2019 21:42:41.000000	CL_O_113950453423	DHL CL	Standard GPI Offer	1-6FP39O9	CLS57557CS	TDImport	2	50	Kg	116.520000000	TDI_45%	42489.600000000	Fixed/Flavoured	Higher Discount	TDI_48%	60.590400000	?	?	1	CL Sales Manager	48.0000000
CL_O_114329074102	27 May 2019 18:34:47.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0516019319530	TDImport	2	300	Kg	810.752400000	TDI_62%	214070.160000000	Fixed/Flavoured	Lower Discount	TDI_60%	324.301200000	?	?	1	CL Sales Manager	59.9999700
CL_O_115479320439	11 Oct 2019 17:54:51.000000	21 Jan 2020 15:34:32.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-5DHPY01	TDExport	10	1	Kg	30.465600000	TDE_31%	15148.440000000	Fixed/Flavoured	Higher Discount	TDE_50%	21.021600000	?	?	1	CL Sales Manager	30.9988970
CL_O_115880404609	27 Nov 2019 20:24:05.000000	14 Jan 2020 20:14:39.000000	?	DHL CL	Standard GPI Offer	?	CLS92841CS	TDExport	51	0.51	Kg	175.837200000	TDE_48%	72559.320000000	Fixed/Flavoured	?	TDE_55%	79.140000000	?	?	1	CL Sales Manager	54.9924590
CL_O_115754635645	13 Nov 2019 14:56:17.000000	15 Nov 2019 12:49:45.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6WRPWHP	TDExport	3	2	Kg	24.980400000	TDE_31%	13508.820000000	Fixed/Flavoured	Lower Discount	TDE_30%	17.487000000	?	?	?	?	29.9971180
CL_O_113368013903	29 Jan 2019 19:33:06.000000	5 Mar 2019 13:21:30.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1205018847570	TDImport	3	20	Kg	88.752600000	TDI_41%	35151.300000000	Fixed/Flavoured	Lower Discount	TDI_40%	53.251200000	?	?	?	?	40.0004060
CL_O_115386657008	1 Oct 2019 00:03:00.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	CLC10002591	TDDom	1	0.5	Kg	618.900000000	TDD_01%	612.720000000	Fixed/Flavoured	?	TDD_01%	612.720000000	?	?	?	?	0.9985460
CL_O_115604602918	28 Oct 2019 13:24:44.000000	13 Jan 2020 09:50:55.000000	CL_O_115604602918	DHL CL	Standard GPI Offer	1-1BGZ45-1152	CLSCSV_0508019256073	TDImport	1	20	Kg	25.596000000	TDI_35%	12036.000000000	Fixed/Flavoured	Higher Discount	TDI_ECOM181	10.395000000	?	?	2	CL Pricing	59.3881860
CL_O_116776428147	6 Mar 2020 20:41:33.000000	12 Mar 2020 16:11:42.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_03040111510334	TDImport	2	20	Kg	53.709600000	TDI_44%	24761.640000000	Fixed/Flavoured	?	TDI_45%	29.540400000	?	?	1	CL Sales Manager	44.9997770
CL_O_114019982590	17 Apr 2019 19:57:05.000000	17 Apr 2019 20:02:30.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0322018956413	TDImport	1	20	Kg	14.493600000	TDI_FTB1801	6925.980000000	Fixed/Flavoured	Higher Discount	TDI_FTB1802	9.410400000	?	?	?	?	35.0720320
CL_O_114959325755	8 Aug 2019 16:20:46.000000	24 Dec 2019 16:46:44.000000	CL_O_114959325755	DHL CL	Standard GPI Offer	1-7EF1I01	CLSCSV_0801019896479	TDImport	2	200	Kg	815.408400000	TDI_62%	221965.080000000	Fixed/Flavoured	?	?	285.392400000	?	?	3	CL Commercial Director	65.0000660
CL_O_114019982590	17 Apr 2019 19:57:05.000000	17 Apr 2019 20:02:30.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0322018956413	TDExport	1	10	Kg	13.005600000	TDE_FTB1801	6218.460000000	Fixed/Flavoured	Higher Discount	TDE_FTB1802	8.457600000	?	?	?	?	34.9695520
CL_O_116010148060	11 Dec 2019 15:35:30.000000	12 Dec 2019 12:47:24.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-7CLQHJ5	TDImport	5	1	Kg	37.860000000	TDI_36%	18689.100000000	Fixed/Flavoured	Higher Discount	TDI_40%	22.716000000	?	?	2	CL Pricing	40.0000000
CL_O_115062080603	23 Aug 2019 20:38:19.000000	28 Aug 2019 21:17:14.000000	CL_O_115062080603	DHL CL	Standard GPI Offer	1-6XPJOTP	CLSCSV_08190110013184	TDImport	1	10	Kg	25.726200000	TDI_35%	11864.580000000	Fixed/Flavoured	Higher Discount	TDI_37%	16.207800000	?	?	?	?	36.9988570
CL_O_113961123994	10 Apr 2019 16:54:15.000000	10 Apr 2019 16:55:50.000000	?	DHL CL	Standard GPI Offer	?	CLSION_0328018992673	TDImport	2	1	Kg	15.144000000	TDI_31%	6928.200000000	Fixed/Flavoured	?	TDI_31%	10.449600000	?	?	?	?	30.9984150
CL_O_116557252900	14 Feb 2020 17:15:21.000000	17 Feb 2020 20:27:23.000000	CL_O_116557252900	DHL CL	Standard GPI Offer	1-7M31Q0R	CLC10002920	TDExport	3	74.17	Kg	305.035200000	TDE_61%	94591.020000000	Fixed/Flavoured	Lower Discount	TDE_40%	183.021000000	?	?	1	CL Sales Manager	40.0000390
CL_O_115719865911	8 Nov 2019 19:03:01.000000	14 Nov 2019 18:08:35.000000	CL_O_115719865911	DHL CL	Standard GPI Offer	1-78S7BDH	CLSCSV_0313016230827	TDImport	30	30	Kg	1107.720000000	TDI_63%	304792.200000000	Fixed/Flavoured	Lower Discount	TDI_60%	443.088000000	?	?	1	CL Sales Manager	60.0000000
CL_O_115697598436	6 Nov 2019 20:37:15.000000	7 Nov 2019 11:45:21.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_11040110672568	TDImport	2	25	Kg	109.988400000	TDI_45%	45118.800000000	Fixed/Flavoured	Higher Discount	TDI_55%	49.495200000	?	?	1	CL Sales Manager	54.9996180
CL_O_113285053756	14 Jan 2019 14:52:47.000000	17 Jan 2019 12:44:24.000000	CL_O_113285053756	DHL CL	Standard GPI Offer	1-641JE0H	CLS10918CS	TDImport	2	25.25	Kg	71.878200000	TDI_40%	29221.860000000	Fixed/Flavoured	?	TDI_40%	43.126800000	?	?	?	?	40.0001670
CL_O_114400516302	3 Jun 2019 15:41:35.000000	26 Jun 2019 00:49:11.000000	CL_O_114400516302	DHL CL	Standard GPI Offer	1-6P05BTZ	COMET_1-WKGU22	TDImport	3	15	Kg	71.094600000	TDI_40%	30194.820000000	Fixed/Flavoured	Higher Discount	TDI_45%	39.101400000	?	?	1	CL Sales Manager	45.0008860
CL_O_113811417910	25 Mar 2019 20:42:44.000000	30 Apr 2019 19:58:32.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0204018653078	TDImport	20	3.5	Kg	253.200000000	TDI_FTB1806	77115.600000000	Fixed/Flavoured	?	TDI_FTB1806	113.976000000	?	?	2	CL Pricing	54.9857820
CL_O_114809073033	22 Jul 2019 18:16:58.000000	10 Jan 2020 17:58:30.000000	CL_O_114809073033	DHL CL	Standard GPI Offer	1-6TNFBN9	COMET_KIK-5PR	TDExport	1	1	Kg	3.814200000	TDE_14%	2249.580000000	Fixed/Flavoured	Lower Discount	CustomPID	?	?	?	?	Pricing	?
CL_O_114139286149	3 May 2019 19:00:33.000000	8 May 2019 16:24:04.000000	?	DHL CL	Standard GPI Offer	?	CLCSINC26941394_129	TDExport	2	70	Kg	128.780400000	TDE_43%	50158.560000000	Fixed/Flavoured	Higher Discount	TDE_45%	70.828800000	?	?	1	CL Sales Manager	45.0003260
CL_O_114043354231	22 Apr 2019 16:38:04.000000	22 Apr 2019 16:39:18.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0411019087069	TDImport	3	5	Kg	32.666400000	TDI_36%	13845.720000000	Fixed/Flavoured	?	TDI_36%	20.906400000	?	?	?	?	36.0002940
CL_O_116390823768	28 Jan 2020 15:40:39.000000	11 Feb 2020 18:40:22.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6MXDC6T	TDImport	15	15	Kg	477.774000000	TDI_61%	146804.700000000	Fixed/Flavoured	Lower Discount	TDI_60%	191.109000000	?	?	1	CL Sales Manager	60.0001260
CL_O_115839952255	22 Nov 2019 20:18:24.000000	25 Nov 2019 13:31:19.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1017018428796	TDExport	1	1	Kg	3.889800000	TDE_14%	2659.740000000	Fixed/Flavoured	Higher Discount	TDE_ECOM181	1.512000000	?	?	2	CL Pricing	61.1291070
CL_O_113329652028	22 Jan 2019 19:33:20.000000	19 Mar 2019 16:54:51.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1212018904918	TDImport	4	8	Kg	86.892000000	TDI_41%	34472.640000000	Fixed/Flavoured	Lower Discount	TDI_40%	52.135200000	?	?	?	?	40.0000000
CL_O_113299945010	16 Jan 2019 17:22:58.000000	26 Feb 2019 14:07:16.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1119018704672	TDExport	2	50	Kg	170.143200000	TDE_48%	59610.840000000	Fixed/Flavoured	Higher Discount	TDE_52%	81.668400000	?	?	1	CL Sales Manager	52.0001970
CL_O_116666510865	26 Feb 2020 19:35:04.000000	2 Mar 2020 17:29:38.000000	?	DHL CL	Standard GPI Offer	?	CLC10002210	TDImport	5	14.14	Kg	141.043800000	TDI_52%	54700.200000000	Fixed/Flavoured	?	TDI_52%	67.701600000	?	?	1	CL Sales Manager	51.9995920
CL_O_115790669922	18 Nov 2019 14:04:32.000000	18 Nov 2019 14:26:11.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-1GQHFES	TDExport	2	0.6	Kg	11.014200000	TDE_25%	6623.760000000	Fixed/Flavoured	?	TDE_25%	8.260800000	?	?	?	?	24.9986380
CL_O_115674444865	4 Nov 2019 19:14:56.000000	26 Nov 2019 19:45:06.000000	CL_O_115674444865	DHL CL	Standard GPI Offer	1-7AF02XT	CLSCSV_0722019819544	TDImport	2	15	Kg	70.964400000	TDI_40%	30926.400000000	Fixed/Flavoured	Higher Discount	TDI_55%	31.920000000	?	?	1	CL Sales Manager	55.0197000
CL_O_114961413567	9 Aug 2019 01:44:08.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-5LLQD95	TDExport	12	2	Kg	84.944400000	TDE_41%	36011.880000000	Fixed/Flavoured	Lower Discount	TDE_40%	50.966400000	?	?	?	?	40.0002830
CL_O_113359081992	28 Jan 2019 15:45:41.000000	13 Jan 2020 09:50:55.000000	CL_O_113359081992	DHL CL	Standard GPI Offer	1-1BGZ45-853	CLSION_0124018595303	TDExport	100	0.5	Kg	494.700000000	TDE_62%	126348.000000000	Fixed/Flavoured	Higher Discount	TDE_ECOM182	176.400000000	?	?	2	CL Pricing	64.3420250
CL_O_114808280915	22 Jul 2019 16:07:57.000000	22 Jul 2019 16:08:19.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0626019614329	TDImport	1	200	Kg	407.704200000	TDI_58%	117435.240000000	Fixed/Flavoured	?	TDI_58%	?	?	?	1	CL Sales Manager	?
CL_O_115589791411	25 Oct 2019 15:55:12.000000	25 Oct 2019 15:58:05.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10140110492407	TDImport	1	10	Kg	17.812200000	TDI_33%	8633.400000000	Fixed/Flavoured	?	TDI_33%	11.934000000	?	?	?	?	33.0009770
CL_O_116350092528	23 Jan 2020 20:37:54.000000	24 Jan 2020 14:18:33.000000	?	DHL CL	Standard GPI Offer	?	CLS33683CS	TDExport	7	3	Kg	48.898200000	TDE_44%	21142.320000000	Fixed/Flavoured	Higher Discount	TDE_ECOM181	13.965000000	?	?	2	CL Pricing	71.4406670
CL_O_114524961981	19 Jun 2019 14:48:35.000000	27 Jun 2019 15:41:30.000000	CL_O_114524961981	DHL CL	Standard GPI Offer	1-6PG69KT	CLSION_0615019538106	TDImport	2	50	Kg	204.524400000	TDI_49%	72965.280000000	Fixed/Flavoured	?	?	81.810000000	?	?	1	CL Sales Manager	59.9998830
CL_O_114598761523	27 Jun 2019 14:28:52.000000	10 Jul 2019 15:44:03.000000	CL_O_114598761523	DHL CL	Standard GPI Offer	1-6RE49ZL	CLSCSV_0619019567153	TDExport	2	3	Kg	20.851200000	TDE_29%	10042.080000000	Fixed/Flavoured	Higher Discount	TDE_35%	13.552800000	?	?	2	CL Pricing	35.0023020
CL_O_114707668733	9 Jul 2019 21:20:09.000000	17 Jul 2019 21:49:52.000000	CL_O_114707668733	DHL CL	Standard GPI Offer	1-6SD6N0Z	CLSION_0628019626192	TDExport	1	25	Kg	36.904200000	TDE_33%	16957.860000000	Fixed/Flavoured	?	TDE_33%	24.726000000	?	?	?	?	32.9994960
CL_O_113300308371	16 Jan 2019 19:56:18.000000	10 Jan 2020 17:58:30.000000	CL_O_113300308371	DHL CL	Standard GPI Offer	1-64YLF15	CLSCSV_0114018540980	TDExport	25	1	Kg	105.885000000	TDE_42%	41376.000000000	Fixed/Flavoured	Higher Discount	TDE_68%	33.885000000	?	?	3	CL Commercial Director	67.9983000
CL_O_114968382813	9 Aug 2019 16:58:10.000000	13 Aug 2019 21:42:57.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6VJICD2	TDImport	10	50	Kg	1022.622000000	TDI_63%	269014.800000000	Fixed/Flavoured	Higher Discount	TDI_68%	327.240000000	?	?	3	CL Commercial Director	67.9999060
