opportunity_id	product_id	gsfa_customer_id	avg_weight	committed_product_revenue	potential_product_revenue	number_of_shipments	origin	destination	product_line	main_competitor	secondary_competitor	dhl_current_transit_time	dhl_transit_time_status
1-63Z2UV9	1-LRWO4-16	CLSCSV_0327016391563	              33.0000000	30.960000	30.960000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-7DCE323	1-LRWO4-6	CLSION_12140110982293	               2.0000000	18.000000	18.000000	               4.0000000	CHILE	COLOMBIA	?	Other	?	2	Equal
1-6VTTFJC	1-LRWO4-16	COMET_1-6VTTFIX	             438.0000000	390.000000	390.000000	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-6OZSY10	1-LRWO4-16	CLSCSV_0620019576016	              20.0000000	60.000000	60.000000	              20.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-7DQTWJL	1-LRWO4-16	COMET_1-1L6L7OY	              50.0000000	22.800000	22.800000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-687SZIT	1-LRWO4-6	CLS72339CS	                .5000000	48.000000	48.000000	              15.0000000	CHILE	Asia	?	OTHER	?	?	?
1-62Y5GTD	1-LRWO4-16	CLSCSV_1231019017789	              10.0000000	19.200000	19.200000	               2.0000000	SPAIN	CHILE	?	Other	?	2	Equal
1-6E69VRY	1-LRWO4-16	CLSCSV_0402019026440	               1.0000000	5.451600	7.572000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-78QII8Z	1-LRWO4-16	COMET_1-TRRAP8	              70.0000000	25.380000	25.380000	               1.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-7HBV1YN	1-LRWO4-6	CLC10004699	               2.0000000	6.000000	6.000000	               1.0000000	CHILE	GERMANY	?	?	?	3	Equal
1-6PH6Y6B	1-LRWO4-5	CLS85518CS	                .5000000	24.000000	24.000000	              20.0000000	CHILE	Europe	?	UPS	?	?	?
1-6KJEXVS	1-LRWO4-6	COMET_1-3NF4FTK	              21.0000000	16.680000	16.680000	               1.0000000	CHILE	PERU	?	Other	?	1	Faster
1-7ANG79T	1-LRWO4-16	CLSCSV_0402016435501	              30.0000000	30.000000	34.680000	               2.0000000	Europe	CHILE	?	?	?	?	?
1-6OYIP0P	1-LRWO4-16	CLSCSV_0205018659540	              20.0000000	26.400000	26.400000	               2.0000000	Europe	CHILE	?	?	?	?	?
1-6TGJDM3	1-LRWO4-6	CLC10000501	               4.0000000	18.000000	18.000000	               2.0000000	CHILE	Asia	?	FedEx	?	?	?
1-6U3U1JN	1-LRWO4-6	CLSCSV_0516016846804	               1.0000000	7.200000	7.200000	               1.0000000	CHILE	SWITZERLAND	?	?	?	3	Equal
1-668UTW6	1-LRWO4-6	CLSCSV_0208018676886	               1.0000000	12.000000	12.000000	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	FedEx	?	1	Faster
1-6NHTEQR	1-LRWO4-16	CLSION_0327018980556	              10.0000000	30.000000	30.000000	               3.0000000	Europe	CHILE	?	UPS	?	?	?
1-6T9M4OR	1-LRWO4-16	CLSCSV_0717019778864	              15.0000000	35.400000	35.400000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7181WDF	1-LRWO4-16	CLSION_09180110264100	              15.0000000	22.680000	22.680000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-717WJUZ	1-LRWO4-16	CLSGCA_0808019955868	              50.0000000	60.000000	60.000000	               3.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6APJKOX	1-LRWO4-6	CLSCSV_0314018897366	              20.0000000	17.400000	17.400000	               1.0000000	CHILE	Asia	?	FedEx	?	?	?
1-6OL59HP	1-LRWO4-5	CLC10003097	               5.0000000	9.000000	9.000000	               1.0000000	CHILE	South America	?	Other	?	?	?
1-785ZT6I	1-LRWO4-16	COMET_1-VMC16J	              25.0000000	27.000000	27.000000	               1.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6I81EJ5	1-LRWO4-6	COMET_1-2K0UM4N	              10.0000000	180.000000	180.000000	               3.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	Other	?	?	?
1-6PTMRA7	1-LRWO4-16	CLS33051CS	              50.0000000	180.000000	180.000000	              20.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-6EO2BQ2	1-LRWO4-6	CLSCSV_1227019000761	               5.0000000	18.000000	18.000000	               2.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	?	?	?	?
1-66LLT8Y	1-LRWO4-16	CLCSINC26150679_2285	               8.0000000	18.000000	18.000000	               5.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6D2D9MV	1-LRWO4-6	CLC10004656	              50.0000000	60.000000	60.000000	               3.0000000	CHILE	Europe	?	Freight Forwarder	?	?	?
1-7MJ5TEY	1-LRWO4-16	CLC10003176	                .5000000	48.000000	48.000000	              10.0000000	Asia	CHILE	?	FedEx	?	?	?
1-74KVM30	1-LRWO4-16	COMET_1-74KVM1P	               5.0000000	60.000000	60.000000	              10.0000000	Europe	CHILE	?	TNT	?	?	?
1-7MAPVH7	1-LRWO4-16	CLSCSV_02170111401531	              20.0000000	18.780000	18.780000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-63B4FMP	1-LRWO4-5	CLSCSV_1003018294882	                .5000000	4.320000	4.320000	               1.0000000	CHILE	TAIWAN	?	Other	?	5	Slower
1-6I86JPU	1-LRWO4-16	CLSCSV_0219018737504	              25.0000000	60.000000	60.000000	              15.0000000	Europe	CHILE	?	?	?	?	?
1-7KRBJL0	1-LRWO4-5	CLSCSV_0412016536535	                .5000000	?	2.970000	               1.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	?	?	?	?
1-6NHS8PC	1-LRWO4-6	CLSCSV_0607019484575	              30.0000000	20.821200	20.821200	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	FedEx	?	1	Faster
1-6HSSYVU	1-LRWO4-16	CLS63449IS	              10.0000000	18.000000	18.000000	               4.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7C4I647	1-LRWO4-16	CLSCSV_12050110919597	              15.0000000	42.000000	42.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-669FFLT	1-LRWO4-6	CLSCSV_0204018651183	               2.0000000	6.000000	120.000000	              60.0000000	CHILE	South America	?	FedEx	UPS	?	?
1-6QD9RZU	1-LRWO4-16	CLSION_0525019385215	               4.0000000	6.000000	6.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6FHKI0E	1-LRWO4-6	CLSCSV_0408019059115	               2.0000000	4.258800	5.915400	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6FZSNEU	1-LRWO4-6	COMET_1-1XKZ16E	              20.0000000	18.000000	18.000000	               1.0000000	CHILE	Africa	?	Freight Forwarder	?	?	?
1-632JB37	1-LRWO4-16	CLS42709CS	             144.0000000	120.000000	120.000000	               1.0000000	UNITED KINGDOM	CHILE	?	?	?	2	Equal
1-6XGQIQ2	1-LRWO4-16	CLS81606CS	               1.5000000	9.000000	15.000000	               2.0000000	Asia	CHILE	?	OTHER	?	?	?
1-6QU1N0P	1-LRWO4-5	CLSCSV_0703019675793	                .5000000	2.356200	3.625200	               1.0000000	CHILE	SPAIN	?	?	?	3	Equal
1-6O98SGO	1-LRWO4-16	CLS70462CS	              15.0000000	72.000000	72.000000	               2.0000000	Asia	CHILE	?	Freight Forwarder	?	?	?
1-14BNB9-348	1-LRWO4-16	COMET_1-N6QU5A	             109.0000000	26.160000	43.620000	               1.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-7GZ1L3W	1-LRWO4-34	CLSCSV_12300111074036	                .5000000	6.000000	6.000000	               4.0000000	CHILE	CHILE	?	NONE	?	?	?
1-6G8TIZD	1-LRWO4-6	CLSCSV_0416019120679	              45.0000000	12.000000	12.000000	               1.0000000	CHILE	BOLIVIA	?	?	?	2	Equal
1-6V9HT59	1-LRWO4-34	CLSCSV_1203018826795	               5.0000000	2.400000	2.400000	               1.0000000	CHILE	CHILE	?	?	?	?	?
1-72NH1LB	1-LRWO4-16	COMET_1-1OLRYAG	             106.0000000	34.380000	34.380000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-63L33UU	1-LRWO4-15	CLS88850CS	                .5000000	17.404800	24.232800	               4.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7JRXDT6	1-LRWO4-6	CLS36188CS	               2.0000000	36.000000	36.000000	              30.0000000	CHILE	South America	?	?	?	?	?
1-6HUD0RT	1-LRWO4-16	CLC10004266	              13.0000000	14.400000	15.000000	               1.0000000	North America	CHILE	?	OTHER	?	?	?
1-6SWLL9A	1-LRWO4-16	CLCSINC26150679_1622	              10.0000000	21.000000	27.000000	               2.0000000	North America	CHILE	?	Freight Forwarder	?	?	?
1-73A1Z7E	1-LRWO4-16	CLS51612CS	              50.0000000	15.960000	15.960000	               1.0000000	ARGENTINA	CHILE	?	Other	?	1	Equal
1-7EWHKC0	1-LRWO4-16	CLS84082CS	              79.0000000	21.960000	21.960000	               1.0000000	SPAIN	CHILE	?	Other	?	2	Equal
1-6NBW391	1-LRWO4-16	CLSCSV_0109015564670	             150.0000000	120.000000	120.000000	               3.0000000	Europe	CHILE	?	FedEx	?	?	?
1-7H72N71	1-LRWO4-16	CLSCSV_0528019396337	              67.0000000	48.000000	48.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	UPS	?	?	?
1-6HTBOLZ	1-LRWO4-16	COMET_1-1QOH2ZZ	                .5000000	6.000000	6.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6D1AHD0	1-LRWO4-5	CLS39349CS	                .5000000	6.660000	6.660000	               3.0000000	CHILE	South America	?	Other	?	?	?
1-7GZ0CUY	1-LRWO4-6	CLC10003056	              37.0000000	41.100000	41.100000	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6N3SMYW	1-LRWO4-6	COMET_1-6N3SMYP	               5.0000000	90.000000	180.000000	              25.0000000	CHILE	North America	?	FedEx	?	?	?
1-66Z3J29	1-LRWO4-16	CLSCSV_0208018676999	               1.0000000	17.460000	17.460000	               5.0000000	Asia	CHILE	?	Other	?	?	?
1-6QTN4XP	1-LRWO4-16	CLSCSV_0704019684897	              10.0000000	12.780000	12.780000	               1.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6V8D57B	1-LRWO4-5	COMET_1-6V7YHVV	                .5000000	4.320000	4.320000	               1.0000000	CHILE	Asia	?	Other	?	?	?
1-63YPJ7H	1-LRWO4-16	CLS53869WL	               1.0000000	3.000000	3.000000	               1.0000000	NORWAY	CHILE	?	Other	?	2	Faster
1-63M0UWL	1-LRWO4-34	CLCSINC24984800_4	              10.0000000	90.000000	90.000000	              30.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-74QLDB5	1-LRWO4-16	CLSCSV_10160110504163	              25.0000000	21.000000	21.000000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-6VP7M19	1-LRWO4-16	CLSCSV_0807019942700	               5.0000000	4.107000	6.318000	               1.0000000	ARGENTINA	CHILE	?	?	?	1	Equal
1-7KQPXL4	1-LRWO4-16	CLC-IMP360-050503-785	              50.0000000	53.640000	53.640000	               1.0000000	Asia	CHILE	?	?	?	?	?
1-6ZNKV4B	1-LRWO4-16	CLS84194CS	              20.0000000	4.800000	4.800000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-14H637-1	1-LRWO4-16	CLS47325CS	              10.0000000	14.100000	14.100000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7BNGEZL	1-LRWO4-16	CLSCSV_11210110803981	               3.0000000	12.000000	12.000000	               3.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-6DREBO4	1-LRWO4-16	CLSCSV_1220015393144	               6.8000000	6.300000	6.300000	               1.0000000	BRAZIL	CHILE	?	Other	?	2	Slower
1-6EAI68T	1-LRWO4-16	COMET_1-1H0USON	             123.0000000	119.400000	119.400000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-6VZGQR1	1-LRWO4-16	CLSCSV_0807019943433	              30.0000000	60.000000	60.000000	               1.0000000	Asia	CHILE	?	NONE	?	?	?
1-6V23ETV	1-LRWO4-6	CLSION_0801019898734	              10.0000000	12.000000	12.000000	               1.0000000	CHILE	Asia	?	Other	?	?	?
1-6NGU1JV	1-LRWO4-16	CLSCSV_1213015326972	            2939.0000000	176.340000	176.340000	               1.0000000	ITALY	CHILE	?	Freight Forwarder	?	2	Equal
1-69CKOZE	1-LRWO4-6	CLSCSV_0305018824134	              20.0000000	15.000000	15.000000	               1.0000000	CHILE	PUERTO RICO	?	?	?	2	Equal
1-7CL2H8T	1-LRWO4-5	COMET_1-PNUZJ2	                .5000000	48.000000	72.000000	              15.0000000	CHILE	JAPAN	?	?	?	4	Equal
1-7MPZGCQ	1-LRWO4-16	CLS59294CS	              30.0000000	60.000000	90.000000	               2.0000000	GERMANY	CHILE	?	?	?	2	Equal
1-6Q6S3YX	1-LRWO4-6	CLOC152836900219987	               1.0000000	?	?	              30.0000000	CHILE	South America	?	?	?	?	?
1-7CBPX31	1-LRWO4-6	CLS64323WL	               2.5000000	7.860000	7.860000	               1.0000000	CHILE	ITALY	?	NONE	?	4	Equal
1-6TN8L9P	1-LRWO4-16	CLSCSV_0718019789740	              30.0000000	64.200000	64.200000	               2.0000000	Asia	CHILE	?	?	?	?	?
1-6JDMFAS	1-LRWO4-16	CLSCSV_0513019289798	               1.0000000	10.800000	12.000000	               2.0000000	Asia	CHILE	?	OTHER	?	?	?
1-6BT4UEC	1-LRWO4-16	CLSCSV_0313018884770	              30.0000000	54.000000	54.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	UPS	?	?
1-64G2NYR	1-LRWO4-6	CLSION_0119018568941	                .5000000	4.500000	4.500000	               3.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6R1ZZAD	1-LRWO4-16	CLSCSV_0705019696608	               4.0000000	?	17.782800	               2.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6PQ31LL	1-LRWO4-34	CLSION_0621019588783	              10.0000000	48.000000	48.000000	              50.0000000	CHILE	CHILE	?	?	?	?	?
1-6BMMIZ1	1-LRWO4-16	CLSCSV_0319018924821	               5.0000000	6.484200	9.000600	               1.0000000	MEXICO	CHILE	?	?	?	2	Equal
1-64T9ZUF	1-LRWO4-16	CLC10000339	             245.0000000	58.080000	58.080000	               1.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-72EP0LE	1-LRWO4-16	COMET_1-63MHY1	              40.0000000	34.363800	34.363800	               1.0000000	GERMANY	CHILE	?	FedEx	?	2	Equal
1-73UH49D	1-LRWO4-16	CLS72391IS	             104.0000000	39.900000	39.900000	               1.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-7DZARFX	1-LRWO4-16	COMET_1-35ERJAD	             550.0000000	276.000000	276.000000	               1.0000000	Asia	CHILE	?	Freight Forwarder	?	?	?
1-6OKQZHM	1-LRWO4-16	COMET_1-6OKQZHF	               6.0000000	60.000000	120.000000	              44.0000000	Europe	CHILE	?	?	?	?	?
1-6KBIP97	1-LRWO4-16	CLSCSV_1212018906878	               2.0000000	3.180000	3.180000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6KR5JBK	1-LRWO4-6	CLSION_0523019372345	              10.0000000	25.020000	25.020000	               3.0000000	CHILE	South America	?	Other	?	?	?
1-77CHK8P	1-LRWO4-16	COMET_1-776GSS5	              60.0000000	262.500000	262.500000	               7.0000000	FRANCE	CHILE	?	OTHER	?	2	Equal
1-6SJN941	1-LRWO4-6	COMET_1-6SJN91C	               5.0000000	12.000000	12.000000	               3.0000000	CHILE	PERU	?	Freight Forwarder	?	1	Faster
1-7LMAV6T	1-LRWO4-16	CLS873CS	             180.0000000	119.280000	119.280000	               1.0000000	Asia	CHILE	?	Freight Forwarder	?	?	?
1-6U4JPIU	1-LRWO4-34	COMET_1-62KOP3U	                .5000000	0.060000	0.060000	               1.0000000	CHILE	CHILE	?	?	?	?	?
1-7GXWUOP	1-LRWO4-16	CLSCSV_0403019032662	              50.0000000	42.000000	42.000000	               2.0000000	COLOMBIA	CHILE	?	UPS	?	2	Slower
1-6JDLLUT	1-LRWO4-16	CLSCSV_0507019249000	               4.0000000	24.000000	24.000000	               2.0000000	Asia	CHILE	?	OTHER	?	?	?
1-6SX5OF6	1-LRWO4-16	CLSCSV_0708019707296	              70.0000000	72.000000	72.000000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-7E2TZ7H	1-LRWO4-16	CLC10000231	               1.0000000	?	0.060000	               1.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-75T4P4R	1-LRWO4-16	CLSCSV_0208015901158	              30.0000000	30.000000	30.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-6C0OTTU	1-LRWO4-16	CLCSINC26941394_449	              15.0000000	44.820000	44.820000	               2.0000000	Europe	CHILE	?	Other	?	?	?
1-71U6HO1	1-LRWO4-23	CLS81357CS	               2.0000000	6.000000	6.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	INDIA	?	?	?	?	?
1-6GX5TQM	1-LRWO4-16	COMET_1-6GX5TIJ	              10.0000000	180.000000	180.000000	              20.0000000	ITALY	CHILE	?	FedEx	?	2	Equal
1-7IINIIT	1-LRWO4-34	COMET_1-3G8W26L	               1.0000000	?	?	             280.0000000	CHILE	CHILE	?	?	?	?	?
1-71FL3CE	1-LRWO4-16	COMET_1-4FV58T7	             131.5000000	38.400000	38.400000	               1.0000000	MEXICO	CHILE	?	Freight Forwarder	?	2	Equal
1-6ZZCCWU	1-LRWO4-16	CLSION_0609019484138	              10.0000000	78.000000	78.000000	               5.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6MIHJ5S	1-LRWO4-16	COMET_1-44N4LI1	             111.0000000	72.000000	72.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-732LEDB	1-LRWO4-16	CLSCSV_10030110413136	              90.0000000	60.000000	60.000000	               5.0000000	South America	CHILE	?	Freight Forwarder	?	?	?
1-6THLIT1	1-LRWO4-6	CLS86669CS	            1125.0000000	33.000000	33.000000	               1.0000000	CHILE	SPAIN	?	FedEx	?	3	Equal
1-7FY8INC	1-LRWO4-16	COMET_1-7339BBR	              15.0000000	43.800000	43.800000	               6.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-6GM7NX8	1-LRWO4-16	CLSCSV_0314016246385	              77.0000000	22.176000	22.176000	               1.0000000	SPAIN	CHILE	?	?	?	2	Equal
1-7BTIAIN	1-LRWO4-16	COMET_1-11XOCAZ	             270.0000000	78.000000	78.000000	               1.0000000	CANADA	CHILE	?	?	?	2	Equal
1-680QWS7	1-LRWO4-6	CLWINBACK07_0983	              30.0000000	12.000000	12.000000	               2.0000000	CHILE	Asia	?	?	?	?	?
1-63M0UKZ	1-LRWO4-16	CLSCSV_0107018513354	               2.0000000	150.000000	150.000000	              25.0000000	Europe	CHILE	?	UPS	?	?	?
1-68LY56F	1-LRWO4-16	CLS89917CS	              82.0000000	58.200000	58.200000	               1.0000000	Europe	CHILE	?	OTHER	?	?	?
1-764EW8M	1-LRWO4-16	COMET_1-486ECOX	              23.0000000	12.300000	12.300000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-633CM8V	1-LRWO4-16	CLSION_1230019013149	              15.0000000	24.000000	24.000000	               2.0000000	FRANCE	CHILE	?	Other	?	2	Equal
1-6VQ08Q0	1-LRWO4-16	CLS33115CS	              35.0000000	?	72.000000	               3.0000000	TURKEY	CHILE	?	Other	?	2	Faster
1-74KC55H	1-LRWO4-6	CLSCSV_0704019682187	               5.0000000	36.000000	36.000000	               5.0000000	CHILE	VENEZUELA	?	Other	?	3	Faster
1-6MSN0A1	1-LRWO4-16	CLSCSV_0528019404310	               6.0000000	17.700000	17.700000	               1.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6JWRXDO	1-LRWO4-16	COMET_1-6JWRXBT	             100.0000000	120.000000	120.000000	              15.0000000	North America	CHILE	?	FedEx	?	?	?
1-66DYWYG	1-LRWO4-34	CLSCSV_0201018645492	              20.0000000	36.000000	36.000000	               4.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-64ATINE	1-LRWO4-5	COMET_1-4GG4KN	               5.0000000	6.000000	6.000000	               3.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6PG4RS5	1-LRWO4-6	CLS47613WL	               2.0000000	3.844800	5.915400	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6X5F044	1-LRWO4-16	COMET_1-39YO90Y	             100.0000000	60.000000	180.000000	               3.0000000	GERMANY	CHILE	?	Freight Forwarder	?	2	Equal
1-6AP2R6F	1-LRWO4-16	CLSION_0312018866876	               1.0000000	3.340200	4.639200	               1.0000000	PERU	CHILE	?	?	?	1	Equal
1-75V9U5J	1-LRWO4-16	CLSION_10250110574385	               4.0000000	6.420000	6.420000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-7GBW3IT	1-LRWO4-6	CLC10004781	               1.0000000	6.000000	6.000000	               3.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-66DGEG8	1-LRWO4-16	CLC10004637	              10.0000000	8.760000	8.760000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-733CY6I	1-LRWO4-6	CLS83605WL	               4.0000000	?	8.040600	               1.0000000	CHILE	ARGENTINA	?	?	?	1	Equal
1-64XS339	1-LRWO4-6	CLS58717CS	                .5000000	12.000000	12.000000	               8.0000000	CHILE	South America	?	?	?	?	?
1-6VZRZ7P	1-LRWO4-16	CLSGCA_0730019877745	              20.0000000	24.000000	24.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6YJKX3V	1-LRWO4-6	CLSION_0816019999003	               7.0000000	19.560000	19.560000	               4.0000000	CHILE	South America	?	Other	?	?	?
1-74KID13	1-LRWO4-16	CLSCSV_10150110494908	              15.0000000	65.160000	65.160000	               5.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-75AQ43I	1-LRWO4-6	CLC10001606	               1.0000000	?	0.060000	               1.0000000	CHILE	ARGENTINA	?	?	?	1	Equal
1-6H8SZJ3	1-LRWO4-16	CLSCSV_0426019181093	              15.0000000	70.800000	70.800000	               2.0000000	Asia	CHILE	?	OTHER	?	?	?
1-6HTYC53	1-LRWO4-6	CLC10000892	               1.0000000	6.000000	6.000000	               2.0000000	CHILE	PARAGUAY	?	?	?	2	Faster
1-716PCX7	1-LRWO4-16	CLSCSV_09170110262162	              50.0000000	36.000000	60.000000	               1.0000000	Asia	CHILE	?	FedEx	?	?	?
